GEOID,B15002e3-y,B15002e4-y,B15002e5-y,B15002e6-y,B15002e7-y,B15002e8-y,B15002e9-y,B15002e10-y,B15002e11-y,B15002e12-y,B15002e13-y,B15002e14-y,B15002e15-y,B15002e16-y,B15002e17-y,B15002e18-y,B15002e20-y,B15002e21-y,B15002e22-y,B15002e23-y,B15002e24-y,B15002e25-y,B15002e26-y,B15002e27-y,B15002e28-y,B15002e29-y,B15002e30-y,B15002e31-y,B15002e32-y,B15002e33-y,B15002e34-y,B15002e35-y
15000US060710099042,18,0,40,14,14,27,17,0,130,84,70,112,37,11,0,0,13,0,39,0,0,9,75,61,194,83,113,99,0,7,0,0
15000US060710099043,72,41,80,6,96,52,73,110,471,87,274,121,139,22,38,0,13,100,31,0,115,113,63,160,610,154,482,232,70,65,36,0
15000US060710099051,28,55,32,22,42,60,42,77,288,70,156,23,22,0,0,0,28,0,49,21,21,13,97,47,365,119,195,68,0,42,0,0
15000US060710099052,32,13,0,0,0,16,7,53,128,15,101,0,49,0,0,0,13,32,0,10,24,0,16,26,179,13,162,51,14,26,0,0
15000US060710099053,0,0,0,33,0,40,0,9,373,17,114,0,35,31,0,0,20,0,0,13,0,31,39,29,135,57,294,128,92,12,0,0
15000US060710099061,0,0,0,0,0,10,0,27,142,50,124,54,58,27,0,0,8,6,2,6,7,6,8,80,106,114,86,76,62,24,0,0
15000US060710099062,6,0,50,0,9,23,3,64,424,73,120,24,79,19,5,0,7,0,27,0,5,18,47,43,277,142,227,65,73,0,8,0
15000US060710099081,33,0,0,20,23,49,45,50,217,87,104,123,46,4,9,5,39,0,0,0,10,6,71,6,310,78,136,21,6,35,0,0
15000US060710099082,0,4,0,0,0,8,107,14,146,35,154,44,74,75,10,0,13,0,0,0,37,9,57,10,178,60,144,95,66,25,7,0
15000US060710099101,23,0,0,14,0,0,20,24,205,39,130,9,19,29,7,24,26,0,34,28,0,0,10,15,147,78,208,61,44,57,0,0
15000US060710099102,13,43,30,0,12,21,31,30,514,51,112,78,8,18,0,0,24,51,30,44,0,14,21,31,257,80,224,88,44,26,0,7
15000US060710099111,8,32,38,35,63,21,19,47,275,107,252,97,135,32,0,15,15,0,92,29,0,3,86,17,278,129,269,165,108,39,13,0
15000US060710099112,23,15,50,33,27,21,26,0,160,56,219,60,45,7,0,0,9,15,23,0,9,36,51,7,186,76,136,66,80,18,0,0
15000US060710099121,13,7,9,0,11,0,15,11,171,56,17,9,25,0,0,0,20,8,63,7,7,38,40,0,168,66,113,0,10,0,0,0
15000US060710099122,25,0,8,0,0,0,31,39,144,24,122,58,20,0,0,0,0,0,0,8,17,17,41,0,245,61,99,74,6,22,0,0
15000US060710099123,18,0,8,0,27,0,6,12,113,30,82,29,27,11,7,0,5,0,12,0,0,23,30,21,183,82,135,64,45,7,0,7
15000US060710099131,31,0,25,8,0,36,43,57,305,36,107,23,12,27,9,0,28,40,20,9,8,38,20,13,272,83,117,47,42,10,0,0
15000US060710099132,36,28,65,27,0,13,15,7,335,81,122,49,25,36,0,0,70,36,19,8,9,35,66,22,278,69,139,63,91,43,0,0
15000US060710100041,0,0,0,0,0,0,0,0,156,68,147,0,48,29,0,0,0,0,0,0,0,0,0,0,90,0,85,86,99,30,0,0
15000US060710100042,0,0,0,0,0,0,0,0,240,26,109,95,0,25,0,54,0,0,0,0,0,0,0,0,162,45,81,30,57,41,0,69
15000US060710100043,0,0,0,0,27,0,0,0,14,31,29,31,78,0,14,0,0,30,0,0,0,0,0,13,55,0,59,0,0,79,17,0
15000US060710100044,0,0,0,0,0,0,39,0,167,14,305,168,27,32,0,0,0,0,0,16,0,0,0,0,190,0,277,85,118,71,0,0
15000US060710100045,0,0,0,0,0,21,0,0,124,63,124,120,73,0,0,0,0,32,0,0,30,28,0,0,181,71,61,100,126,68,28,0
15000US060710100091,11,9,0,0,0,14,54,14,106,28,59,65,118,43,0,0,0,9,24,9,20,10,15,16,216,46,130,126,16,51,0,0
15000US060710100092,0,0,0,0,15,7,32,28,182,48,144,74,0,0,10,0,7,0,42,0,0,8,15,9,174,30,50,87,64,17,9,25
15000US060710100101,7,0,0,0,36,8,0,34,177,34,65,57,9,7,0,0,6,0,0,8,14,0,11,53,160,54,26,15,37,0,0,0
15000US060710100102,22,6,27,27,0,0,19,30,198,23,79,12,24,0,0,0,28,0,25,0,6,15,85,38,154,62,160,6,0,0,6,7
15000US060710100103,13,0,0,23,0,10,36,32,313,9,189,7,41,13,0,0,43,0,20,22,7,33,0,54,262,37,103,19,55,0,0,0
15000US060710100104,6,0,9,15,0,38,0,76,112,69,56,36,32,0,0,0,9,8,19,45,0,7,0,72,248,11,76,55,13,30,8,0
15000US060710100111,15,0,39,0,0,41,18,5,82,41,40,18,24,7,0,12,24,0,57,0,0,6,35,54,130,53,30,61,27,8,0,0
15000US060710100112,0,38,25,29,61,42,83,88,269,28,41,4,16,4,0,0,9,20,20,90,16,60,0,28,233,64,87,28,16,0,0,0
15000US060710100113,20,0,24,0,3,23,34,39,241,20,21,0,0,0,0,0,15,17,0,14,0,20,24,87,107,42,97,64,7,0,0,0
15000US060710100121,14,0,0,0,0,0,11,0,124,24,63,11,6,19,0,0,9,18,0,0,37,9,7,15,73,12,20,45,15,0,0,0
15000US060710100122,0,0,7,0,0,0,72,17,131,107,89,37,40,0,0,0,0,7,0,3,0,13,46,36,147,66,121,12,72,12,0,0
15000US060710100123,23,20,17,8,0,0,43,10,273,80,249,9,48,16,0,13,29,8,77,0,14,0,17,9,130,81,202,58,40,20,0,0
15000US060710100131,0,23,0,0,0,0,0,15,218,90,125,38,12,0,0,0,14,23,0,12,0,42,46,0,204,49,40,67,30,24,15,0
15000US060710100132,38,0,42,0,0,47,0,27,139,98,42,0,41,16,0,0,0,0,0,47,37,42,10,14,224,106,39,32,69,0,0,0
15000US060710100133,53,70,52,2,0,51,37,42,248,88,70,0,0,0,0,0,27,0,0,0,35,40,0,2,217,51,154,0,0,0,0,2
15000US060710100134,0,30,40,60,0,0,78,26,190,22,146,47,11,66,0,0,19,36,75,0,23,24,71,64,207,15,21,48,0,0,12,0
15000US060710100141,0,0,0,9,0,8,0,8,96,47,47,18,26,0,0,0,0,0,0,0,0,0,0,20,92,35,87,7,21,0,0,0
15000US060710100142,32,0,8,0,56,14,49,25,205,28,43,0,0,7,0,0,9,31,60,69,27,85,18,44,106,28,93,27,22,0,0,0
15000US060710100143,17,25,22,8,12,48,0,0,193,61,35,0,9,0,0,0,0,5,77,0,0,0,38,18,215,11,16,98,0,0,0,0
15000US060710100151,25,50,7,40,14,8,37,84,317,26,97,75,30,29,0,0,20,60,48,21,0,13,17,44,200,69,98,64,45,15,0,0
15000US060710100152,35,30,21,15,57,0,0,0,243,60,135,83,38,24,0,0,28,20,71,28,78,61,35,45,325,72,98,60,150,17,7,0
15000US060710100161,51,0,74,0,9,8,10,40,313,45,131,18,63,0,30,0,46,9,91,52,11,19,9,27,194,128,109,100,69,53,12,0
15000US060710100162,0,2,0,19,24,15,17,0,425,54,65,27,73,20,0,0,0,14,26,67,14,19,62,7,144,119,149,34,47,9,12,0
15000US060710100171,0,63,157,0,0,0,34,0,130,43,124,41,44,40,0,0,61,0,63,0,0,0,0,0,221,84,150,55,0,9,0,0
15000US060710100172,89,0,28,150,0,0,39,109,951,388,455,354,304,140,30,0,100,0,0,100,35,0,145,180,673,257,475,1017,273,54,121,0
15000US060710100173,64,0,0,70,44,0,0,25,198,84,194,190,210,120,19,0,63,20,0,0,46,0,0,0,255,169,23,222,49,105,0,0
15000US060710100181,16,33,52,38,52,47,53,83,394,117,158,53,135,0,0,0,26,0,36,71,15,14,98,33,345,124,172,183,75,69,26,0
15000US060710100182,24,11,0,33,30,43,27,47,370,59,104,83,61,6,15,13,24,0,33,18,48,10,66,53,240,36,140,118,57,44,0,5
15000US060710100191,0,13,23,19,41,9,45,69,226,57,140,57,10,8,0,0,0,5,0,21,9,24,19,44,231,44,109,25,37,9,0,0
15000US060710100192,0,16,10,7,0,0,35,57,280,27,31,37,5,13,0,0,20,16,16,0,0,0,46,27,131,68,92,18,42,29,0,0
15000US060710100193,0,0,6,0,22,27,0,63,145,25,57,17,13,11,0,0,17,0,22,19,0,12,0,53,89,27,99,84,26,0,0,0
15000US060710100201,37,0,32,0,0,16,11,55,136,59,209,50,12,22,0,0,40,11,28,0,0,0,0,0,174,22,198,62,25,24,0,0
15000US060710100202,13,0,58,24,16,0,0,87,263,78,64,63,64,21,14,0,50,32,83,27,0,0,9,93,192,93,99,73,143,0,0,0
15000US060710100203,0,0,0,0,32,0,27,44,183,71,66,84,0,0,0,0,0,0,0,57,0,13,0,88,273,101,208,48,0,0,0,0
15000US060710100211,0,0,0,0,0,78,13,0,317,13,142,63,0,16,0,0,20,15,0,19,24,0,56,0,106,63,151,60,41,0,0,0
15000US060710100212,73,0,0,13,0,10,82,56,195,47,70,42,159,28,0,0,65,0,19,0,21,0,75,24,123,102,203,28,19,156,0,0
15000US060710100213,15,0,0,14,0,0,0,0,397,21,80,45,57,0,0,0,0,0,28,0,0,0,38,19,372,111,45,87,109,31,0,0
15000US060710100221,9,35,26,0,0,25,6,49,240,127,99,53,44,0,0,0,16,0,0,34,0,24,44,40,186,147,137,29,54,24,34,0
15000US060710100222,5,0,13,8,0,0,36,12,191,15,164,45,0,0,0,0,0,0,0,0,5,0,0,6,89,127,143,91,65,38,0,0
15000US060710100231,0,0,69,41,0,14,9,61,248,67,161,63,32,26,0,0,10,0,0,62,0,13,0,18,339,65,72,75,75,41,0,13
15000US060710100232,8,12,41,0,14,12,23,51,514,87,225,50,27,0,25,0,0,22,67,43,57,0,26,41,359,132,173,110,35,72,0,0
15000US060710100241,0,0,0,0,0,0,8,0,114,38,26,0,32,31,0,0,0,0,10,0,0,7,14,34,71,8,59,0,36,24,0,0
15000US060710100242,0,10,0,0,0,5,25,51,354,81,102,29,41,26,0,0,13,0,0,0,0,0,54,29,296,115,119,66,58,73,0,11
15000US060710100243,0,26,0,0,0,0,18,28,207,94,126,77,56,8,21,9,0,9,9,5,0,14,11,15,141,134,91,69,115,59,7,11
15000US060710100251,0,0,11,22,82,0,30,48,399,116,140,10,68,29,6,0,124,124,0,30,0,28,8,21,324,64,110,74,115,46,6,0
15000US060710100252,12,0,65,51,12,61,28,17,458,11,317,123,126,24,29,0,14,64,22,0,0,26,39,62,393,154,302,63,99,84,0,0
15000US060710100261,14,0,34,0,77,45,40,0,451,107,306,97,39,103,23,0,0,67,59,11,0,0,76,0,460,250,293,252,371,148,5,0
15000US060710100262,23,40,0,49,0,13,63,87,310,53,215,95,127,27,12,16,25,41,0,9,34,0,40,50,380,109,414,92,180,32,0,0
15000US060710103001,19,6,13,13,0,5,0,6,126,7,8,6,6,26,0,0,6,0,5,13,6,0,36,0,70,5,25,11,6,0,0,0
15000US060710103002,0,13,0,12,20,0,20,8,82,13,108,28,27,37,8,0,0,0,0,0,53,0,20,33,63,0,56,66,44,18,0,0
15000US060710103003,0,0,23,0,0,0,0,0,115,9,41,18,0,0,13,25,0,0,0,0,0,0,0,0,53,10,57,24,66,0,0,0
15000US060710103004,0,0,0,0,7,37,0,0,98,33,64,25,12,0,0,0,17,0,0,11,0,0,12,0,35,85,77,39,12,7,0,0
15000US060710104021,0,0,0,0,0,0,0,0,588,257,578,119,227,100,0,0,0,0,0,0,24,0,0,0,188,152,260,168,291,8,11,0
15000US060710104091,0,0,0,0,10,0,30,15,142,50,208,15,81,68,37,0,0,0,0,8,20,7,14,16,124,110,102,86,43,35,16,0
15000US060710104092,0,0,0,10,0,0,0,0,267,10,72,9,40,8,0,0,0,0,0,0,0,27,20,19,60,43,119,25,35,11,0,0
15000US060710104101,36,0,0,0,0,6,20,28,303,25,152,53,25,0,11,8,0,0,0,0,0,19,38,58,193,90,99,44,99,17,7,0
15000US060710104102,0,0,33,0,8,15,9,11,167,7,30,0,57,10,10,0,0,0,36,0,12,0,0,40,160,23,126,36,111,56,10,0
15000US060710104111,0,0,0,0,0,41,0,13,92,30,30,110,51,88,0,0,0,0,0,23,0,0,15,27,99,15,80,31,0,16,0,0
15000US060710104112,0,0,0,36,20,20,61,0,376,228,172,123,104,13,15,0,0,0,8,89,0,69,92,52,410,108,171,79,46,58,0,0
15000US060710104113,0,0,0,0,8,46,84,28,48,0,82,16,17,17,15,0,16,0,14,0,16,12,33,0,139,16,125,8,0,0,0,0
15000US060710104114,15,0,0,0,0,0,0,15,61,108,109,81,15,16,0,0,14,0,0,0,0,0,0,16,63,0,362,77,0,0,0,12
15000US060710104121,0,0,0,0,41,16,0,49,437,121,44,129,73,0,0,15,39,0,0,0,0,0,21,0,410,129,104,40,58,37,0,22
15000US060710104122,0,0,0,0,0,21,0,0,59,53,31,89,31,83,0,16,0,0,0,0,0,0,0,0,100,15,56,45,96,85,0,0
15000US060710104123,0,0,0,19,0,101,22,6,354,87,468,124,187,31,28,0,19,4,19,25,4,8,8,0,503,131,364,125,105,28,43,0
15000US060710104131,15,0,0,0,0,0,49,0,248,51,351,30,70,0,0,0,0,0,0,131,15,6,52,0,189,60,96,180,114,0,0,0
15000US060710104132,24,0,31,0,0,0,0,0,77,66,14,30,19,13,0,18,0,0,0,0,0,0,0,22,39,23,18,26,92,0,18,0
15000US060710104133,0,0,0,0,0,0,43,41,247,56,125,12,65,18,0,0,0,0,0,0,0,0,0,66,208,161,162,87,0,15,0,0
15000US060710104134,0,0,0,11,0,88,35,43,115,25,63,70,74,0,0,0,27,0,0,0,15,16,32,0,127,74,150,178,0,30,23,0
15000US060710104151,19,0,0,0,0,0,0,0,54,72,67,65,81,0,0,0,43,0,0,0,0,0,0,20,33,46,85,32,35,21,0,0
15000US060710104152,0,0,0,0,0,17,18,54,273,59,142,104,148,33,33,0,0,0,0,57,22,53,0,0,235,58,146,127,125,30,0,0
15000US060710104153,20,0,0,0,0,0,0,81,164,0,19,0,26,0,19,0,20,0,0,0,20,0,0,0,219,13,210,39,56,0,0,0
15000US060710104161,0,0,0,0,0,0,0,0,174,79,19,150,110,33,0,9,0,0,0,11,23,0,39,30,165,90,62,36,100,49,35,0
15000US060710104162,0,0,0,12,10,24,0,11,26,68,59,12,0,0,0,0,0,0,0,7,0,0,0,21,43,15,27,15,17,0,0,0
15000US060710104163,0,0,0,0,0,24,55,34,212,0,99,62,39,0,0,0,0,0,0,0,23,37,0,0,42,0,125,13,8,20,0,0
15000US060710104171,0,0,0,0,33,20,49,10,208,58,81,40,19,15,0,28,9,0,0,0,0,17,7,18,85,40,218,20,120,56,17,0
15000US060710104172,0,0,0,0,0,4,11,11,124,20,75,38,26,8,0,0,0,0,38,29,0,8,5,0,79,25,55,13,0,0,0,0
15000US060710104173,9,0,0,0,0,0,0,8,8,24,96,9,0,22,6,0,17,0,0,15,0,0,36,0,31,30,41,10,54,11,6,6
15000US060710104191,57,0,0,0,0,0,10,0,183,36,142,0,52,50,23,0,14,0,0,20,0,11,41,0,117,87,119,0,89,92,23,0
15000US060710104192,0,0,4,12,4,0,52,36,170,20,62,20,39,0,0,0,5,4,0,5,0,9,9,27,172,17,115,23,42,19,0,12
15000US060710104193,0,0,2,0,16,21,45,17,252,30,21,0,187,12,35,0,22,8,0,0,0,0,0,16,162,22,93,12,118,8,0,0
15000US060710104201,0,0,0,0,18,15,14,8,159,29,67,62,53,12,0,11,0,0,0,0,0,0,0,0,151,7,198,39,38,21,0,10
15000US060710104202,0,0,0,0,0,7,56,6,70,10,102,57,29,58,0,19,0,0,10,0,0,8,0,0,58,66,78,21,113,15,9,0
15000US060710104203,0,11,0,10,0,0,0,0,103,27,130,47,26,4,0,10,3,0,0,10,7,0,33,8,133,83,74,68,66,3,5,0
15000US060710104211,0,0,0,0,0,55,48,55,117,30,56,60,312,0,0,0,0,0,0,0,0,146,0,0,172,74,146,55,40,0,0,0
15000US060710104212,0,0,0,0,0,53,0,24,155,190,67,83,73,20,0,0,0,0,0,0,0,0,99,49,329,20,239,34,188,51,0,13
15000US060710104221,0,0,0,0,6,0,19,0,4,0,15,6,8,16,0,0,0,0,6,0,0,0,0,0,21,0,13,22,0,8,0,0
15000US060710104222,0,0,0,0,0,10,0,5,166,30,44,27,89,24,0,18,19,17,0,7,0,12,0,0,107,37,53,42,112,34,0,0
15000US060710104231,10,0,23,0,0,26,4,46,242,33,16,66,15,21,8,0,7,0,38,25,29,0,0,8,151,69,51,90,99,9,0,0
15000US060710104232,10,0,22,18,0,0,44,9,178,38,57,13,61,0,0,0,0,0,0,0,25,33,17,0,169,72,115,56,0,0,0,0
15000US060710104233,11,0,0,0,35,0,0,0,126,50,86,7,50,0,0,0,0,0,0,0,7,11,8,17,111,47,53,47,10,8,0,0
15000US060710104241,12,0,0,0,12,0,0,5,43,85,20,27,0,0,4,0,0,0,0,6,0,21,0,0,0,37,82,15,6,0,0,0
15000US060710104242,0,6,0,13,12,5,0,16,256,30,125,11,51,43,11,28,0,0,0,14,0,5,5,6,112,67,87,81,58,58,0,56
15000US060710107001,0,12,0,0,0,38,16,9,98,24,0,7,9,0,0,11,0,0,0,0,0,7,19,9,135,52,54,13,0,0,0,11
15000US060710107002,0,0,45,24,14,0,9,0,202,98,88,39,40,11,0,9,8,0,8,38,0,10,12,16,212,112,124,70,7,12,0,0
15000US060710107003,0,0,0,17,0,23,7,0,184,38,122,9,0,33,0,0,21,0,0,0,0,13,0,8,193,34,157,32,45,17,0,0
15000US060710108021,28,0,39,8,3,39,24,31,177,3,103,57,104,41,0,0,0,13,38,0,33,0,0,31,105,60,70,60,46,9,0,0
15000US060710108022,0,0,0,0,0,0,0,0,123,43,34,28,13,0,26,14,0,0,0,0,0,0,29,0,28,25,76,93,13,17,0,0
15000US060710108023,0,0,0,0,0,28,14,0,175,0,41,69,42,0,13,0,0,0,0,0,0,0,0,0,100,13,45,59,29,0,19,0
15000US060710108024,0,0,0,0,0,0,0,0,63,47,90,0,12,0,0,0,0,0,0,0,0,0,0,0,89,42,110,0,46,29,0,0
15000US060710108025,0,0,14,0,0,0,0,0,193,31,195,29,34,13,0,0,0,0,0,0,0,29,29,0,87,31,64,78,53,14,0,0
15000US060710108031,0,0,0,0,0,0,0,0,56,24,54,32,36,28,0,0,0,0,0,0,0,0,0,0,67,6,108,10,46,20,0,10
15000US060710108032,0,6,0,0,0,0,0,12,35,0,69,0,0,21,0,0,0,0,0,21,0,0,0,0,21,29,46,10,40,21,0,0
15000US060710108033,0,0,0,16,0,0,14,26,50,0,123,12,62,32,59,0,0,0,0,0,0,12,10,0,42,0,93,90,12,52,0,0
15000US060710108034,0,0,0,0,0,0,11,0,67,0,115,42,65,21,0,0,0,0,0,0,0,0,22,9,20,0,82,23,31,66,0,0
15000US060710108041,0,0,20,0,0,0,40,29,45,40,90,47,43,32,9,0,0,0,0,0,0,0,18,0,97,43,108,31,17,0,0,0
15000US060710108042,9,0,20,0,0,0,21,8,116,9,122,78,27,0,0,16,0,0,19,0,0,0,0,0,113,18,110,47,87,28,0,0
15000US060710108043,0,0,0,0,0,0,0,0,43,0,0,18,13,0,0,0,0,0,0,0,0,0,0,0,17,45,0,29,21,48,0,0
15000US060710109011,0,0,0,0,0,0,0,0,0,0,95,51,21,57,0,0,0,0,0,0,0,0,0,0,28,0,77,47,33,28,0,27
15000US060710109012,0,0,0,0,0,0,0,0,41,0,0,14,83,52,0,0,0,0,0,0,0,0,0,17,3,38,31,23,0,29,14,0
15000US060710109013,0,0,34,0,33,0,0,33,141,0,208,226,105,14,0,0,0,0,32,32,21,0,30,0,159,133,101,96,96,31,0,0
15000US060710109014,0,0,0,0,0,0,0,32,28,0,58,0,0,29,0,27,0,0,0,0,0,0,0,0,31,0,0,32,89,45,0,0
15000US060710109015,0,0,0,0,0,0,0,0,96,22,8,44,91,14,0,0,0,0,0,0,0,0,0,0,104,70,75,0,59,62,0,0
15000US060710109021,0,0,0,0,0,0,0,0,36,8,45,24,50,0,58,55,0,0,0,21,0,0,0,17,77,18,53,0,60,17,51,0
15000US060710109022,0,0,0,0,0,0,0,0,56,0,27,34,72,17,16,0,0,0,0,0,0,0,0,0,41,0,34,36,26,19,0,0
15000US060710109023,0,0,0,0,0,0,30,0,0,18,58,0,25,9,0,17,0,0,0,0,0,0,0,0,24,0,66,16,63,40,0,0
15000US060710109024,0,0,0,0,0,0,0,0,36,43,48,59,17,27,13,17,0,0,0,0,9,0,0,14,48,48,56,45,63,26,0,0
15000US060710109025,0,0,0,0,0,0,0,0,39,12,43,0,13,17,0,0,0,17,0,4,0,0,0,0,15,9,64,0,17,0,0,0
15000US060710110011,7,5,0,0,16,0,0,0,61,0,39,19,67,0,0,0,8,0,15,0,0,0,21,0,32,0,57,41,41,0,0,0
15000US060710110012,0,0,23,0,36,11,23,0,66,21,61,5,25,19,0,0,0,5,0,0,0,21,0,0,69,10,26,10,11,53,5,0
15000US060710110013,9,0,11,0,0,12,0,11,30,10,101,30,26,37,0,0,0,0,0,0,11,0,11,11,45,18,83,28,11,40,0,5
15000US060710110021,0,0,27,0,0,0,14,14,48,13,71,15,76,6,0,18,0,0,19,0,5,2,9,13,34,10,62,51,61,16,0,23
15000US060710110022,0,15,0,12,0,0,0,0,56,10,67,0,68,37,0,6,0,0,0,0,0,0,0,17,18,5,59,44,78,18,0,0
15000US060710111011,0,0,0,0,0,0,0,0,9,8,137,73,58,43,16,0,0,0,0,0,0,0,17,0,17,25,81,18,86,0,0,0
15000US060710111012,0,0,19,15,0,0,18,11,60,26,86,9,44,0,0,0,0,19,0,0,0,0,0,0,49,36,92,73,99,18,9,0
15000US060710111013,0,0,0,0,0,0,0,17,93,26,150,26,8,0,0,9,0,18,0,0,0,13,0,8,110,17,44,8,34,25,9,0
15000US060710111014,9,0,22,0,0,0,0,0,88,35,43,17,82,14,0,24,9,0,0,20,0,0,0,0,79,19,122,38,48,44,0,6
15000US060710111021,0,0,0,0,0,13,0,0,36,11,79,15,28,27,0,11,0,0,0,0,0,0,0,0,56,8,74,22,52,21,0,0
15000US060710111022,0,0,6,0,0,14,26,0,49,11,66,37,43,0,0,0,0,0,0,0,0,0,24,0,34,67,101,42,14,17,0,0
15000US060710111023,0,0,0,0,0,0,11,0,5,0,0,0,33,11,11,0,0,0,0,0,0,0,0,0,0,0,25,12,40,14,11,0
15000US060710112031,0,0,0,0,10,0,0,9,57,10,70,45,64,23,0,0,0,0,0,10,0,0,4,2,91,8,140,37,46,29,0,0
15000US060710112032,0,0,0,0,0,0,0,0,18,4,48,40,23,14,0,6,0,0,0,9,0,0,0,0,59,16,36,10,16,18,0,10
15000US060710112041,0,0,0,0,0,5,0,0,32,9,0,23,9,0,0,0,0,0,0,0,0,0,0,0,17,5,0,33,20,0,0,0
15000US060710112042,0,0,0,0,0,10,0,0,14,9,66,25,48,6,27,0,0,0,0,0,0,0,0,0,38,0,66,9,10,10,0,0
15000US060710112043,0,0,0,0,0,0,0,0,32,9,14,40,87,17,0,31,0,0,0,8,0,0,0,0,43,0,62,23,71,15,0,0
15000US060710112051,0,0,0,0,0,12,12,10,32,9,36,13,11,0,16,0,0,0,0,0,0,15,0,0,33,9,52,24,16,0,0,13
15000US060710112052,14,13,31,10,0,0,17,0,82,5,61,30,18,0,8,0,0,9,24,9,5,9,12,0,53,40,70,31,28,8,0,8
15000US060710112061,0,0,0,0,0,0,11,0,20,0,8,22,44,0,0,1,0,0,28,0,12,0,8,0,20,18,11,25,61,1,8,0
15000US060710112062,0,0,10,0,0,0,8,0,82,0,51,42,23,41,0,8,0,0,0,0,0,0,6,4,72,47,36,50,41,13,11,9
15000US060710113001,0,0,0,0,0,0,6,0,60,6,0,0,23,6,6,0,0,0,0,0,0,0,17,0,23,0,48,0,16,0,6,0
15000US060710113002,0,0,0,5,0,0,0,14,120,8,117,4,86,1,0,5,0,0,0,5,0,24,10,8,109,47,71,19,45,12,10,8
15000US060710114011,0,0,6,0,0,42,0,0,274,31,119,7,22,0,20,0,8,0,0,0,0,15,41,0,201,99,86,84,9,0,0,0
15000US060710114012,0,0,0,0,10,0,9,49,69,48,115,59,54,8,0,22,0,0,0,0,9,0,23,0,126,90,115,193,62,0,0,0
15000US060710114013,0,0,0,0,0,0,0,0,60,19,131,15,9,0,0,0,0,0,0,0,0,0,0,0,78,0,55,62,54,10,0,0
15000US060710114014,0,0,0,71,15,0,29,80,132,18,91,53,64,0,9,0,0,0,19,42,0,0,15,36,197,68,61,57,0,28,0,0
15000US060710114031,0,0,0,0,0,39,0,0,109,20,56,8,21,21,0,8,9,0,0,0,0,0,0,8,80,20,51,42,65,0,0,0
15000US060710114032,0,0,0,0,0,0,0,0,108,0,63,88,50,8,0,21,0,0,0,0,0,49,0,0,148,0,70,67,46,7,7,0
15000US060710114033,0,0,0,0,0,0,6,0,98,9,76,15,50,0,0,0,0,0,0,0,0,0,20,0,43,21,167,0,72,29,0,0
15000US060710114034,0,0,0,0,0,7,0,0,69,0,19,31,23,19,0,0,8,0,0,0,0,11,0,8,215,9,92,20,0,20,0,0
15000US060710114041,0,0,0,13,0,6,45,0,183,22,183,103,70,45,7,12,0,0,0,13,0,0,28,33,350,16,202,77,87,13,0,0
15000US060710114042,8,8,22,0,0,0,59,30,298,37,162,109,47,0,26,8,0,0,21,22,0,49,0,22,84,100,172,93,53,36,9,0
15000US060710115001,0,7,0,0,6,1,14,2,91,25,62,32,27,91,0,0,1,1,0,5,0,0,0,0,31,21,50,7,74,59,0,7
15000US060710115002,0,0,0,0,0,0,8,0,103,49,126,88,55,20,7,10,0,0,0,0,0,20,0,0,95,26,146,28,98,51,5,5
15000US060710116001,0,0,0,0,0,13,68,127,81,62,247,0,0,16,0,0,0,0,0,0,32,12,51,45,19,61,210,67,71,31,0,0
15000US060710116002,0,0,14,21,0,16,94,0,369,174,396,76,262,93,0,0,0,0,0,0,13,0,55,0,296,23,507,149,103,123,50,32
15000US060710116003,50,0,0,0,0,0,0,33,267,0,203,57,226,89,0,0,17,0,0,31,0,32,29,0,185,83,122,0,233,28,0,0
15000US060710117001,15,8,34,6,14,40,13,15,164,29,90,32,18,3,4,0,2,2,26,45,8,12,20,17,157,19,126,11,36,2,0,0
15000US060710118001,17,0,0,0,0,0,0,0,124,9,173,69,0,0,0,0,33,0,0,0,46,0,0,11,42,26,186,55,38,9,0,0
15000US060710118002,44,21,0,0,77,15,0,0,171,29,64,21,0,21,0,0,0,0,17,0,0,34,0,0,134,0,88,36,23,0,0,0
15000US060710118003,26,0,62,0,9,86,85,0,177,124,121,15,0,13,0,0,19,0,58,0,8,14,143,0,191,0,49,85,15,11,0,15
15000US060710118004,0,0,0,2,13,8,2,24,251,72,64,109,37,9,0,0,0,0,44,10,47,4,6,33,237,43,75,103,55,45,16,13
15000US060710119001,0,0,0,0,29,0,0,52,49,0,42,0,19,11,0,0,0,0,0,0,0,0,57,26,65,24,28,0,28,13,5,0
15000US060710119002,0,0,0,0,0,0,0,10,14,10,23,0,28,0,0,0,0,0,0,0,0,0,0,0,36,0,11,0,27,9,0,0
15000US060710119003,0,38,0,0,0,54,0,11,169,50,98,21,15,3,0,0,0,0,34,0,0,0,27,23,142,41,57,10,44,46,0,0
15000US060710119004,0,0,0,0,0,0,0,0,155,61,9,114,18,13,0,0,0,0,8,0,0,0,10,46,63,88,42,26,34,23,0,0
15000US060710120011,7,0,20,0,0,0,5,3,89,51,145,63,70,58,19,0,6,11,26,0,0,25,13,0,76,35,88,62,139,49,5,0
15000US060710120012,0,0,0,0,0,12,70,59,263,84,110,41,47,27,0,7,8,3,9,0,19,14,34,27,266,61,119,18,56,32,8,6
15000US060710120013,7,7,60,32,0,37,34,24,171,0,17,14,9,0,0,0,16,24,13,0,7,10,10,32,140,8,71,21,27,9,0,0
