GEOID,UNWEIGHTED SAMPLE COUNT OF THE POPULATION: Total: Total population -- (Estimate),UNWEIGHTED SAMPLE COUNT OF THE POPULATION: Total: Total population -- (Margin of Error),UNWEIGHTED SAMPLE HOUSING UNITS: Total: Housing units -- (Estimate),UNWEIGHTED SAMPLE HOUSING UNITS: Total: Housing units -- (Margin of Error)
15000US060710125003,54.0,-1.0,20.0,-1.0
15000US060710125004,59.0,-1.0,24.0,-1.0
15000US060710127001,134.0,-1.0,63.0,-1.0
15000US060710127002,161.0,-1.0,54.0,-1.0
15000US060710250001,486.0,-1.0,109.0,-1.0
15000US060710251001,176.0,-1.0,108.0,-1.0
15000US060710251002,201.0,-1.0,576.0,-1.0
15000US060719401001,90.0,-1.0,155.0,-1.0
15000US060719401002,148.0,-1.0,159.0,-1.0
15000US060719801001,0.0,-1.0,0.0,-1.0
15000US060719802001,369.0,-1.0,0.0,-1.0
15000US060730001001,130.0,-1.0,57.0,-1.0
15000US060730001002,155.0,-1.0,75.0,-1.0
15000US060730002011,185.0,-1.0,101.0,-1.0
15000US060730002021,69.0,-1.0,39.0,-1.0
15000US060730002022,35.0,-1.0,19.0,-1.0
15000US060730002023,116.0,-1.0,57.0,-1.0
15000US060730003001,28.0,-1.0,18.0,-1.0
15000US060730003002,30.0,-1.0,20.0,-1.0
15000US060730003003,78.0,-1.0,48.0,-1.0
15000US060730003004,86.0,-1.0,35.0,-1.0
15000US060730003005,51.0,-1.0,26.0,-1.0
15000US060730004001,107.0,-1.0,60.0,-1.0
15000US060730004002,75.0,-1.0,23.0,-1.0
15000US060730004003,61.0,-1.0,33.0,-1.0
15000US060730005001,81.0,-1.0,50.0,-1.0
15000US060730005002,110.0,-1.0,64.0,-1.0
15000US060730005003,79.0,-1.0,48.0,-1.0
15000US060730006001,79.0,-1.0,50.0,-1.0
15000US060730006002,92.0,-1.0,55.0,-1.0
15000US060730006003,106.0,-1.0,77.0,-1.0
15000US060730007001,71.0,-1.0,41.0,-1.0
15000US060730007002,86.0,-1.0,54.0,-1.0
15000US060730007003,49.0,-1.0,29.0,-1.0
15000US060730008001,27.0,-1.0,16.0,-1.0
15000US060730008002,35.0,-1.0,18.0,-1.0
15000US060730008003,55.0,-1.0,36.0,-1.0
15000US060730008004,94.0,-1.0,65.0,-1.0
15000US060730009001,52.0,-1.0,33.0,-1.0
15000US060730009002,47.0,-1.0,27.0,-1.0
15000US060730009003,40.0,-1.0,26.0,-1.0
15000US060730009004,40.0,-1.0,31.0,-1.0
15000US060730009005,31.0,-1.0,20.0,-1.0
15000US060730009006,48.0,-1.0,20.0,-1.0
15000US060730010001,63.0,-1.0,41.0,-1.0
15000US060730010002,68.0,-1.0,42.0,-1.0
15000US060730010003,62.0,-1.0,39.0,-1.0
15000US060730010004,53.0,-1.0,26.0,-1.0
15000US060730011001,108.0,-1.0,63.0,-1.0
15000US060730011002,98.0,-1.0,53.0,-1.0
15000US060730011003,75.0,-1.0,38.0,-1.0
15000US060730012001,57.0,-1.0,29.0,-1.0
15000US060730012002,64.0,-1.0,34.0,-1.0
15000US060730012003,73.0,-1.0,40.0,-1.0
15000US060730012004,86.0,-1.0,53.0,-1.0
15000US060730013001,47.0,-1.0,29.0,-1.0
15000US060730013002,97.0,-1.0,57.0,-1.0
15000US060730013003,78.0,-1.0,37.0,-1.0
15000US060730013004,57.0,-1.0,34.0,-1.0
15000US060730013005,68.0,-1.0,35.0,-1.0
15000US060730014001,34.0,-1.0,23.0,-1.0
15000US060730014002,51.0,-1.0,26.0,-1.0
15000US060730014003,169.0,-1.0,90.0,-1.0
15000US060730015001,94.0,-1.0,48.0,-1.0
15000US060730015002,84.0,-1.0,50.0,-1.0
15000US060730015003,83.0,-1.0,40.0,-1.0
15000US060730015004,71.0,-1.0,43.0,-1.0
15000US060730016001,56.0,-1.0,26.0,-1.0
15000US060730016002,57.0,-1.0,31.0,-1.0
15000US060730016003,32.0,-1.0,18.0,-1.0
15000US060730016004,47.0,-1.0,31.0,-1.0
15000US060730017001,87.0,-1.0,42.0,-1.0
15000US060730017002,48.0,-1.0,28.0,-1.0
15000US060730017003,62.0,-1.0,35.0,-1.0
15000US060730017004,25.0,-1.0,15.0,-1.0
15000US060730018001,37.0,-1.0,18.0,-1.0
15000US060730018002,63.0,-1.0,32.0,-1.0
15000US060730018003,29.0,-1.0,17.0,-1.0
15000US060730018004,29.0,-1.0,19.0,-1.0
15000US060730018005,51.0,-1.0,31.0,-1.0
15000US060730018006,38.0,-1.0,21.0,-1.0
15000US060730019001,113.0,-1.0,48.0,-1.0
15000US060730019002,127.0,-1.0,63.0,-1.0
15000US060730019003,57.0,-1.0,32.0,-1.0
15000US060730020011,105.0,-1.0,49.0,-1.0
15000US060730020012,144.0,-1.0,74.0,-1.0
15000US060730020013,92.0,-1.0,43.0,-1.0
15000US060730020021,111.0,-1.0,53.0,-1.0
15000US060730020022,147.0,-1.0,66.0,-1.0
15000US060730021001,54.0,-1.0,30.0,-1.0
15000US060730021002,50.0,-1.0,28.0,-1.0
15000US060730021003,33.0,-1.0,20.0,-1.0
15000US060730021004,45.0,-1.0,27.0,-1.0
15000US060730021005,57.0,-1.0,33.0,-1.0
15000US060730022011,117.0,-1.0,48.0,-1.0
15000US060730022012,118.0,-1.0,48.0,-1.0
15000US060730022021,113.0,-1.0,51.0,-1.0
15000US060730022022,157.0,-1.0,55.0,-1.0
15000US060730022023,85.0,-1.0,32.0,-1.0
15000US060730023011,71.0,-1.0,36.0,-1.0
15000US060730023012,78.0,-1.0,34.0,-1.0
15000US060730023013,61.0,-1.0,25.0,-1.0
15000US060730023021,119.0,-1.0,47.0,-1.0
15000US060730023022,68.0,-1.0,23.0,-1.0
15000US060730023023,84.0,-1.0,24.0,-1.0
15000US060730024011,75.0,-1.0,24.0,-1.0
15000US060730024012,124.0,-1.0,48.0,-1.0
15000US060730024013,107.0,-1.0,56.0,-1.0
15000US060730024021,213.0,-1.0,69.0,-1.0
15000US060730024022,155.0,-1.0,55.0,-1.0
15000US060730025011,189.0,-1.0,45.0,-1.0
15000US060730025012,95.0,-1.0,39.0,-1.0
15000US060730025013,114.0,-1.0,38.0,-1.0
15000US060730025021,200.0,-1.0,80.0,-1.0
15000US060730025022,171.0,-1.0,57.0,-1.0
15000US060730025023,78.0,-1.0,31.0,-1.0
15000US060730026011,156.0,-1.0,42.0,-1.0
15000US060730026012,100.0,-1.0,38.0,-1.0
15000US060730026013,120.0,-1.0,43.0,-1.0
15000US060730026021,114.0,-1.0,31.0,-1.0
15000US060730026022,102.0,-1.0,35.0,-1.0
15000US060730026023,104.0,-1.0,36.0,-1.0
15000US060730027021,101.0,-1.0,45.0,-1.0
15000US060730027022,118.0,-1.0,44.0,-1.0
15000US060730027023,220.0,-1.0,79.0,-1.0
15000US060730027031,84.0,-1.0,33.0,-1.0
15000US060730027032,60.0,-1.0,18.0,-1.0
15000US060730027033,76.0,-1.0,20.0,-1.0
15000US060730027034,83.0,-1.0,30.0,-1.0
15000US060730027051,148.0,-1.0,49.0,-1.0
15000US060730027052,138.0,-1.0,53.0,-1.0
15000US060730027071,121.0,-1.0,38.0,-1.0
15000US060730027072,86.0,-1.0,27.0,-1.0
15000US060730027073,78.0,-1.0,25.0,-1.0
15000US060730027074,110.0,-1.0,34.0,-1.0
15000US060730027081,121.0,-1.0,53.0,-1.0
15000US060730027082,30.0,-1.0,15.0,-1.0
15000US060730027083,138.0,-1.0,55.0,-1.0
15000US060730027084,125.0,-1.0,43.0,-1.0
15000US060730027091,149.0,-1.0,44.0,-1.0
15000US060730027092,125.0,-1.0,50.0,-1.0
15000US060730027101,123.0,-1.0,41.0,-1.0
15000US060730027102,237.0,-1.0,66.0,-1.0
15000US060730027111,229.0,-1.0,74.0,-1.0
15000US060730027112,166.0,-1.0,53.0,-1.0
15000US060730027121,115.0,-1.0,54.0,-1.0
15000US060730027122,102.0,-1.0,35.0,-1.0
15000US060730027123,117.0,-1.0,51.0,-1.0
15000US060730028011,153.0,-1.0,68.0,-1.0
15000US060730028012,156.0,-1.0,30.0,-1.0
15000US060730028031,50.0,-1.0,30.0,-1.0
15000US060730028032,72.0,-1.0,32.0,-1.0
15000US060730028033,34.0,-1.0,23.0,-1.0
15000US060730028034,71.0,-1.0,35.0,-1.0
15000US060730028041,219.0,-1.0,31.0,-1.0
15000US060730028042,165.0,-1.0,63.0,-1.0
15000US060730028043,81.0,-1.0,38.0,-1.0
15000US060730029021,156.0,-1.0,65.0,-1.0
15000US060730029022,206.0,-1.0,76.0,-1.0
15000US060730029031,120.0,-1.0,46.0,-1.0
15000US060730029032,94.0,-1.0,37.0,-1.0
15000US060730029033,91.0,-1.0,38.0,-1.0
15000US060730029041,172.0,-1.0,63.0,-1.0
15000US060730029042,285.0,-1.0,18.0,-1.0
15000US060730029043,47.0,-1.0,31.0,-1.0
15000US060730029044,39.0,-1.0,15.0,-1.0
15000US060730029051,87.0,-1.0,37.0,-1.0
15000US060730029052,71.0,-1.0,36.0,-1.0
15000US060730029053,130.0,-1.0,53.0,-1.0
15000US060730030011,88.0,-1.0,29.0,-1.0
15000US060730030012,117.0,-1.0,40.0,-1.0
15000US060730030013,116.0,-1.0,40.0,-1.0
15000US060730030031,114.0,-1.0,42.0,-1.0
15000US060730030032,125.0,-1.0,49.0,-1.0
15000US060730030033,102.0,-1.0,31.0,-1.0
15000US060730030041,172.0,-1.0,57.0,-1.0
15000US060730030042,196.0,-1.0,60.0,-1.0
15000US060730031011,66.0,-1.0,22.0,-1.0
15000US060730031012,98.0,-1.0,33.0,-1.0
15000US060730031013,126.0,-1.0,34.0,-1.0
15000US060730031031,193.0,-1.0,59.0,-1.0
15000US060730031032,183.0,-1.0,54.0,-1.0
15000US060730031033,141.0,-1.0,36.0,-1.0
15000US060730031051,179.0,-1.0,49.0,-1.0
15000US060730031052,103.0,-1.0,31.0,-1.0
15000US060730031071,219.0,-1.0,62.0,-1.0
15000US060730031072,152.0,-1.0,44.0,-1.0
15000US060730031073,77.0,-1.0,22.0,-1.0
15000US060730031081,297.0,-1.0,85.0,-1.0
15000US060730031082,170.0,-1.0,47.0,-1.0
15000US060730031091,152.0,-1.0,43.0,-1.0
15000US060730031092,162.0,-1.0,40.0,-1.0
15000US060730031093,145.0,-1.0,46.0,-1.0
15000US060730031111,145.0,-1.0,37.0,-1.0
15000US060730031112,143.0,-1.0,48.0,-1.0
15000US060730031113,198.0,-1.0,50.0,-1.0
15000US060730031121,148.0,-1.0,34.0,-1.0
15000US060730031122,141.0,-1.0,49.0,-1.0
15000US060730031131,185.0,-1.0,52.0,-1.0
15000US060730031132,203.0,-1.0,54.0,-1.0
15000US060730031141,180.0,-1.0,48.0,-1.0
15000US060730031142,298.0,-1.0,74.0,-1.0
15000US060730031151,160.0,-1.0,47.0,-1.0
15000US060730031152,125.0,-1.0,34.0,-1.0
15000US060730031153,102.0,-1.0,33.0,-1.0
15000US060730031154,196.0,-1.0,53.0,-1.0
15000US060730032011,112.0,-1.0,26.0,-1.0
15000US060730032012,129.0,-1.0,41.0,-1.0
15000US060730032013,156.0,-1.0,53.0,-1.0
15000US060730032021,133.0,-1.0,45.0,-1.0
15000US060730032022,190.0,-1.0,64.0,-1.0
15000US060730032041,156.0,-1.0,54.0,-1.0
15000US060730032042,138.0,-1.0,39.0,-1.0
15000US060730032071,99.0,-1.0,39.0,-1.0
15000US060730032072,84.0,-1.0,32.0,-1.0
15000US060730032073,125.0,-1.0,41.0,-1.0
15000US060730032081,63.0,-1.0,28.0,-1.0
15000US060730032082,34.0,-1.0,10.0,-1.0
15000US060730032083,54.0,-1.0,20.0,-1.0
15000US060730032084,44.0,-1.0,12.0,-1.0
15000US060730032085,101.0,-1.0,38.0,-1.0
15000US060730032091,214.0,-1.0,69.0,-1.0
15000US060730032092,94.0,-1.0,38.0,-1.0
15000US060730032093,80.0,-1.0,26.0,-1.0
15000US060730032111,292.0,-1.0,96.0,-1.0
15000US060730032112,180.0,-1.0,48.0,-1.0
15000US060730032121,91.0,-1.0,29.0,-1.0
15000US060730032122,210.0,-1.0,57.0,-1.0
15000US060730032131,168.0,-1.0,44.0,-1.0
15000US060730032132,144.0,-1.0,41.0,-1.0
15000US060730032141,167.0,-1.0,56.0,-1.0
15000US060730032142,104.0,-1.0,41.0,-1.0
15000US060730032143,108.0,-1.0,36.0,-1.0
15000US060730033011,169.0,-1.0,54.0,-1.0
15000US060730033012,190.0,-1.0,54.0,-1.0
15000US060730033031,92.0,-1.0,27.0,-1.0
15000US060730033032,171.0,-1.0,54.0,-1.0
15000US060730033041,217.0,-1.0,52.0,-1.0
15000US060730033042,270.0,-1.0,89.0,-1.0
15000US060730033051,78.0,-1.0,16.0,-1.0
15000US060730033052,163.0,-1.0,55.0,-1.0
15000US060730033053,183.0,-1.0,61.0,-1.0
15000US060730034011,101.0,-1.0,29.0,-1.0
15000US060730034012,44.0,-1.0,18.0,-1.0
15000US060730034013,62.0,-1.0,13.0,-1.0
15000US060730034014,90.0,-1.0,37.0,-1.0
15000US060730034031,74.0,-1.0,28.0,-1.0
15000US060730034032,97.0,-1.0,35.0,-1.0
15000US060730034033,85.0,-1.0,24.0,-1.0
15000US060730034041,122.0,-1.0,27.0,-1.0
15000US060730034042,227.0,-1.0,56.0,-1.0
15000US060730035011,149.0,-1.0,41.0,-1.0
15000US060730035012,77.0,-1.0,27.0,-1.0
15000US060730035013,96.0,-1.0,22.0,-1.0
15000US060730035021,51.0,-1.0,19.0,-1.0
15000US060730035022,143.0,-1.0,43.0,-1.0
15000US060730035023,147.0,-1.0,42.0,-1.0
15000US060730036011,346.0,-1.0,93.0,-1.0
15000US060730036021,220.0,-1.0,48.0,-1.0
15000US060730036022,174.0,-1.0,53.0,-1.0
15000US060730036031,130.0,-1.0,34.0,-1.0
15000US060730036032,88.0,-1.0,26.0,-1.0
15000US060730036033,57.0,-1.0,20.0,-1.0
15000US060730038001,669.0,-1.0,0.0,-1.0
15000US060730039011,148.0,-1.0,37.0,-1.0
15000US060730039012,176.0,-1.0,48.0,-1.0
15000US060730039013,187.0,-1.0,54.0,-1.0
15000US060730039021,71.0,-1.0,16.0,-1.0
15000US060730039022,86.0,-1.0,28.0,-1.0
15000US060730039023,89.0,-1.0,31.0,-1.0
15000US060730039024,54.0,-1.0,19.0,-1.0
15000US060730040001,98.0,-1.0,26.0,-1.0
15000US060730040002,61.0,-1.0,19.0,-1.0
15000US060730040003,105.0,-1.0,25.0,-1.0
15000US060730040004,59.0,-1.0,24.0,-1.0
15000US060730041001,42.0,-1.0,17.0,-1.0
15000US060730041002,95.0,-1.0,33.0,-1.0
15000US060730041003,67.0,-1.0,28.0,-1.0
15000US060730041004,97.0,-1.0,37.0,-1.0
15000US060730042001,124.0,-1.0,50.0,-1.0
15000US060730042002,117.0,-1.0,44.0,-1.0
15000US060730042003,42.0,-1.0,22.0,-1.0
15000US060730042004,45.0,-1.0,22.0,-1.0
15000US060730043001,53.0,-1.0,25.0,-1.0
15000US060730043002,171.0,-1.0,88.0,-1.0
15000US060730043003,95.0,-1.0,45.0,-1.0
15000US060730044001,83.0,-1.0,48.0,-1.0
15000US060730044002,95.0,-1.0,48.0,-1.0
15000US060730044003,77.0,-1.0,33.0,-1.0
15000US060730044004,80.0,-1.0,27.0,-1.0
15000US060730045011,118.0,-1.0,64.0,-1.0
15000US060730045012,46.0,-1.0,30.0,-1.0
15000US060730045013,44.0,-1.0,24.0,-1.0
15000US060730046001,133.0,-1.0,79.0,-1.0
15000US060730046002,41.0,-1.0,24.0,-1.0
15000US060730047001,90.0,-1.0,45.0,-1.0
15000US060730047002,127.0,-1.0,53.0,-1.0
15000US060730048001,87.0,-1.0,27.0,-1.0
15000US060730048002,128.0,-1.0,35.0,-1.0
15000US060730048003,76.0,-1.0,28.0,-1.0
15000US060730049001,95.0,-1.0,31.0,-1.0
15000US060730049002,119.0,-1.0,36.0,-1.0
15000US060730049003,163.0,-1.0,51.0,-1.0
15000US060730050001,294.0,-1.0,83.0,-1.0
15000US060730051001,93.0,-1.0,29.0,-1.0
15000US060730051002,319.0,-1.0,152.0,-1.0
15000US060730052001,135.0,-1.0,79.0,-1.0
15000US060730052002,154.0,-1.0,105.0,-1.0
15000US060730053001,37.0,-1.0,29.0,-1.0
15000US060730053002,55.0,-1.0,40.0,-1.0
15000US060730053003,245.0,-1.0,16.0,-1.0
15000US060730053004,69.0,-1.0,53.0,-1.0
15000US060730054001,25.0,-1.0,20.0,-1.0
15000US060730054002,104.0,-1.0,71.0,-1.0
15000US060730054003,28.0,-1.0,23.0,-1.0
15000US060730054004,92.0,-1.0,76.0,-1.0
15000US060730055001,30.0,-1.0,0.0,-1.0
15000US060730056001,133.0,-1.0,92.0,-1.0
15000US060730056002,92.0,-1.0,64.0,-1.0
15000US060730057001,66.0,-1.0,53.0,-1.0
15000US060730057002,156.0,-1.0,61.0,-1.0
15000US060730058001,267.0,-1.0,198.0,-1.0
15000US060730059001,116.0,-1.0,84.0,-1.0
15000US060730059002,74.0,-1.0,48.0,-1.0
15000US060730059003,82.0,-1.0,46.0,-1.0
15000US060730060001,59.0,-1.0,35.0,-1.0
15000US060730060002,50.0,-1.0,29.0,-1.0
15000US060730060003,94.0,-1.0,50.0,-1.0
15000US060730061001,146.0,-1.0,78.0,-1.0
15000US060730061002,43.0,-1.0,31.0,-1.0
15000US060730062001,4.0,-1.0,0.0,-1.0
15000US060730063001,,,,
15000US060730065001,84.0,-1.0,57.0,-1.0
15000US060730065002,49.0,-1.0,34.0,-1.0
15000US060730065003,91.0,-1.0,34.0,-1.0
15000US060730066001,273.0,-1.0,80.0,-1.0
15000US060730068011,181.0,-1.0,113.0,-1.0
15000US060730068021,102.0,-1.0,32.0,-1.0
15000US060730068022,123.0,-1.0,43.0,-1.0
15000US060730068023,73.0,-1.0,38.0,-1.0
15000US060730069001,146.0,-1.0,62.0,-1.0
15000US060730069002,49.0,-1.0,22.0,-1.0
15000US060730069003,71.0,-1.0,32.0,-1.0
15000US060730070021,155.0,-1.0,60.0,-1.0
15000US060730070022,77.0,-1.0,35.0,-1.0
15000US060730070023,59.0,-1.0,24.0,-1.0
15000US060730071001,85.0,-1.0,50.0,-1.0
15000US060730071002,138.0,-1.0,60.0,-1.0
15000US060730071003,52.0,-1.0,16.0,-1.0
15000US060730072001,286.0,-1.0,55.0,-1.0
15000US060730072002,430.0,-1.0,111.0,-1.0
15000US060730073011,57.0,-1.0,30.0,-1.0
15000US060730073012,68.0,-1.0,48.0,-1.0
15000US060730073013,89.0,-1.0,49.0,-1.0
15000US060730073014,38.0,-1.0,22.0,-1.0
15000US060730073021,85.0,-1.0,42.0,-1.0
15000US060730073022,124.0,-1.0,48.0,-1.0
15000US060730073023,105.0,-1.0,45.0,-1.0
15000US060730074001,48.0,-1.0,26.0,-1.0
15000US060730074002,64.0,-1.0,35.0,-1.0
15000US060730074003,69.0,-1.0,36.0,-1.0
15000US060730074004,69.0,-1.0,33.0,-1.0
15000US060730074005,62.0,-1.0,30.0,-1.0
15000US060730074006,44.0,-1.0,21.0,-1.0
15000US060730075011,42.0,-1.0,28.0,-1.0
15000US060730075012,33.0,-1.0,17.0,-1.0
15000US060730075013,40.0,-1.0,22.0,-1.0
15000US060730075014,40.0,-1.0,29.0,-1.0
15000US060730075015,30.0,-1.0,19.0,-1.0
15000US060730075021,91.0,-1.0,49.0,-1.0
15000US060730075022,64.0,-1.0,49.0,-1.0
15000US060730075023,89.0,-1.0,50.0,-1.0
15000US060730076001,39.0,-1.0,19.0,-1.0
15000US060730076002,42.0,-1.0,22.0,-1.0
15000US060730076003,38.0,-1.0,33.0,-1.0
15000US060730076004,29.0,-1.0,23.0,-1.0
15000US060730076005,38.0,-1.0,29.0,-1.0
15000US060730076006,27.0,-1.0,26.0,-1.0
15000US060730076007,23.0,-1.0,17.0,-1.0
15000US060730077011,71.0,-1.0,48.0,-1.0
15000US060730077012,50.0,-1.0,26.0,-1.0
15000US060730077013,67.0,-1.0,41.0,-1.0
15000US060730077021,38.0,-1.0,18.0,-1.0
15000US060730077022,74.0,-1.0,39.0,-1.0
15000US060730077023,43.0,-1.0,26.0,-1.0
15000US060730077024,31.0,-1.0,21.0,-1.0
15000US060730078001,61.0,-1.0,37.0,-1.0
15000US060730078002,45.0,-1.0,18.0,-1.0
15000US060730078003,83.0,-1.0,38.0,-1.0
15000US060730078004,25.0,-1.0,15.0,-1.0
15000US060730078005,41.0,-1.0,14.0,-1.0
15000US060730079031,45.0,-1.0,28.0,-1.0
15000US060730079032,74.0,-1.0,49.0,-1.0
15000US060730079033,40.0,-1.0,24.0,-1.0
15000US060730079034,45.0,-1.0,30.0,-1.0
15000US060730079051,92.0,-1.0,67.0,-1.0
15000US060730079052,119.0,-1.0,64.0,-1.0
15000US060730079071,154.0,-1.0,86.0,-1.0
15000US060730079072,125.0,-1.0,68.0,-1.0
15000US060730079081,47.0,-1.0,30.0,-1.0
15000US060730079082,199.0,-1.0,99.0,-1.0
15000US060730079101,125.0,-1.0,77.0,-1.0
15000US060730079102,128.0,-1.0,68.0,-1.0
15000US060730080021,58.0,-1.0,29.0,-1.0
15000US060730080022,97.0,-1.0,40.0,-1.0
15000US060730080023,70.0,-1.0,31.0,-1.0
15000US060730080031,112.0,-1.0,60.0,-1.0
15000US060730080032,110.0,-1.0,53.0,-1.0
15000US060730080033,82.0,-1.0,43.0,-1.0
15000US060730080061,57.0,-1.0,34.0,-1.0
15000US060730080062,78.0,-1.0,43.0,-1.0
15000US060730080063,43.0,-1.0,24.0,-1.0
15000US060730080064,76.0,-1.0,36.0,-1.0
15000US060730080065,78.0,-1.0,40.0,-1.0
15000US060730081011,41.0,-1.0,21.0,-1.0
15000US060730081012,47.0,-1.0,24.0,-1.0
15000US060730081013,47.0,-1.0,25.0,-1.0
15000US060730081014,45.0,-1.0,28.0,-1.0
15000US060730081015,45.0,-1.0,25.0,-1.0
15000US060730081021,81.0,-1.0,38.0,-1.0
15000US060730081022,113.0,-1.0,57.0,-1.0
15000US060730081023,129.0,-1.0,56.0,-1.0
15000US060730082001,78.0,-1.0,57.0,-1.0
15000US060730082002,101.0,-1.0,85.0,-1.0
15000US060730082003,88.0,-1.0,49.0,-1.0
15000US060730083011,104.0,-1.0,47.0,-1.0
15000US060730083012,97.0,-1.0,38.0,-1.0
15000US060730083013,69.0,-1.0,28.0,-1.0
15000US060730083031,119.0,-1.0,64.0,-1.0
15000US060730083032,164.0,-1.0,68.0,-1.0
15000US060730083033,52.0,-1.0,22.0,-1.0
15000US060730083051,0.0,-1.0,0.0,-1.0
15000US060730083052,284.0,-1.0,116.0,-1.0
15000US060730083061,86.0,-1.0,27.0,-1.0
15000US060730083062,96.0,-1.0,40.0,-1.0
15000US060730083063,137.0,-1.0,56.0,-1.0
15000US060730083071,91.0,-1.0,40.0,-1.0
15000US060730083072,177.0,-1.0,70.0,-1.0
15000US060730083073,92.0,-1.0,46.0,-1.0
15000US060730083101,83.0,-1.0,33.0,-1.0
15000US060730083102,121.0,-1.0,46.0,-1.0
15000US060730083103,141.0,-1.0,57.0,-1.0
15000US060730083111,171.0,-1.0,63.0,-1.0
15000US060730083112,107.0,-1.0,44.0,-1.0
15000US060730083121,56.0,-1.0,25.0,-1.0
15000US060730083122,110.0,-1.0,58.0,-1.0
15000US060730083123,52.0,-1.0,27.0,-1.0
15000US060730083124,111.0,-1.0,57.0,-1.0
15000US060730083131,151.0,-1.0,66.0,-1.0
15000US060730083132,179.0,-1.0,70.0,-1.0
15000US060730083241,141.0,-1.0,66.0,-1.0
15000US060730083242,127.0,-1.0,53.0,-1.0
15000US060730083243,34.0,-1.0,14.0,-1.0
15000US060730083244,67.0,-1.0,33.0,-1.0
15000US060730083271,127.0,-1.0,52.0,-1.0
15000US060730083272,144.0,-1.0,60.0,-1.0
15000US060730083273,59.0,-1.0,22.0,-1.0
15000US060730083281,485.0,-1.0,169.0,-1.0
15000US060730083291,160.0,-1.0,81.0,-1.0
15000US060730083292,96.0,-1.0,50.0,-1.0
15000US060730083293,95.0,-1.0,51.0,-1.0
15000US060730083301,131.0,-1.0,47.0,-1.0
15000US060730083302,167.0,-1.0,69.0,-1.0
15000US060730083311,372.0,-1.0,142.0,-1.0
15000US060730083331,240.0,-1.0,85.0,-1.0
15000US060730083332,258.0,-1.0,86.0,-1.0
15000US060730083351,55.0,-1.0,21.0,-1.0
15000US060730083352,39.0,-1.0,14.0,-1.0
15000US060730083353,454.0,-1.0,144.0,-1.0
15000US060730083361,133.0,-1.0,47.0,-1.0
15000US060730083362,227.0,-1.0,77.0,-1.0
15000US060730083371,185.0,-1.0,60.0,-1.0
15000US060730083372,91.0,-1.0,29.0,-1.0
15000US060730083373,137.0,-1.0,45.0,-1.0
15000US060730083391,267.0,-1.0,117.0,-1.0
15000US060730083401,119.0,-1.0,61.0,-1.0
15000US060730083402,12.0,-1.0,8.0,-1.0
15000US060730083403,63.0,-1.0,30.0,-1.0
15000US060730083404,70.0,-1.0,43.0,-1.0
15000US060730083411,138.0,-1.0,76.0,-1.0
15000US060730083412,264.0,-1.0,126.0,-1.0
15000US060730083431,187.0,-1.0,84.0,-1.0
15000US060730083432,121.0,-1.0,46.0,-1.0
15000US060730083433,77.0,-1.0,40.0,-1.0
15000US060730083441,174.0,-1.0,67.0,-1.0
15000US060730083442,163.0,-1.0,61.0,-1.0
15000US060730083451,123.0,-1.0,48.0,-1.0
15000US060730083452,120.0,-1.0,73.0,-1.0
15000US060730083453,102.0,-1.0,47.0,-1.0
15000US060730083461,295.0,-1.0,120.0,-1.0
15000US060730083462,193.0,-1.0,55.0,-1.0
15000US060730083471,238.0,-1.0,92.0,-1.0
15000US060730083472,129.0,-1.0,40.0,-1.0
15000US060730083473,113.0,-1.0,35.0,-1.0
15000US060730083474,57.0,-1.0,21.0,-1.0
15000US060730083481,185.0,-1.0,65.0,-1.0
15000US060730083482,87.0,-1.0,26.0,-1.0
15000US060730083483,178.0,-1.0,69.0,-1.0
15000US060730083491,135.0,-1.0,47.0,-1.0
15000US060730083492,212.0,-1.0,63.0,-1.0
15000US060730083501,109.0,-1.0,37.0,-1.0
15000US060730083502,67.0,-1.0,21.0,-1.0
15000US060730083503,53.0,-1.0,20.0,-1.0
15000US060730083504,97.0,-1.0,41.0,-1.0
15000US060730083511,103.0,-1.0,33.0,-1.0
15000US060730083512,62.0,-1.0,24.0,-1.0
15000US060730083513,73.0,-1.0,33.0,-1.0
15000US060730083514,145.0,-1.0,44.0,-1.0
15000US060730083521,111.0,-1.0,29.0,-1.0
15000US060730083522,127.0,-1.0,40.0,-1.0
15000US060730083523,90.0,-1.0,35.0,-1.0
15000US060730083531,87.0,-1.0,31.0,-1.0
15000US060730083532,229.0,-1.0,87.0,-1.0
15000US060730083533,79.0,-1.0,23.0,-1.0
15000US060730083541,229.0,-1.0,73.0,-1.0
15000US060730083542,129.0,-1.0,50.0,-1.0
15000US060730083551,126.0,-1.0,37.0,-1.0
15000US060730083552,316.0,-1.0,98.0,-1.0
15000US060730083561,166.0,-1.0,75.0,-1.0
15000US060730083562,190.0,-1.0,61.0,-1.0
15000US060730083571,146.0,-1.0,44.0,-1.0
15000US060730083572,113.0,-1.0,34.0,-1.0
15000US060730083573,172.0,-1.0,72.0,-1.0
15000US060730083581,118.0,-1.0,38.0,-1.0
15000US060730083582,29.0,-1.0,13.0,-1.0
15000US060730083583,106.0,-1.0,35.0,-1.0
15000US060730083584,83.0,-1.0,28.0,-1.0
15000US060730083591,198.0,-1.0,97.0,-1.0
15000US060730083592,177.0,-1.0,72.0,-1.0
15000US060730083601,98.0,-1.0,34.0,-1.0
15000US060730083602,70.0,-1.0,30.0,-1.0
15000US060730083603,140.0,-1.0,43.0,-1.0
